Predator	Prey	ID
Bairdiella chrysoura	Detritus and Debris	ASV_158,ASV_72,ASV_47,ASV_76
Bairdiella chrysoura	Benthic Invertebrates	ASV_158,ASV_72,ASV_47,ASV_76
Bairdiella chrysoura	Primary Producers	ASV_158,ASV_72,ASV_47,ASV_76
Bairdiella chrysoura	Zooplankton	ASV_158,ASV_72,ASV_47,ASV_76
Gerres cinereus	Benthic Invertebrates	ASV_200,ASV_94,ASV_983
Gerres cinereus	Primary Producers	ASV_200,ASV_94,ASV_983
Gerres cinereus	Insects	ASV_200,ASV_94,ASV_983
Gerres cinereus	Zooplankton	ASV_200,ASV_94,ASV_983
Selar crumenophthalmus	Plagiotremus tapeinosoma	ASV_151,ASV_62,ASV_1117,ASV_520,ASV_77,ASV_839,ASV_1048,ASV_1181,ASV_69
Selar crumenophthalmus	Hyporhamphus quoyi	ASV_151,ASV_62,ASV_197,ASV_49,ASV_98
Selar crumenophthalmus	Microspathodon chrysurus	ASV_151,ASV_62,ASV_255,ASV_99
Selar crumenophthalmus	Ammodytes personatus	ASV_151,ASV_62,ASV_22,ASV_1336,ASV_6
Selar crumenophthalmus	Scartella cristata	ASV_151,ASV_62,ASV_57,ASV_27
Selar crumenophthalmus	Girella cyanea	ASV_151,ASV_62,ASV_398,ASV_151
Selar crumenophthalmus	Bairdiella chrysoura	ASV_151,ASV_62,ASV_158,ASV_72,ASV_47,ASV_76
Selar crumenophthalmus	Gerres cinereus	ASV_151,ASV_62,ASV_200,ASV_94,ASV_983
Selar crumenophthalmus	Zooplankton	ASV_151,ASV_62
Selar crumenophthalmus	Benthic Invertebrates	ASV_151,ASV_62
Selar crumenophthalmus	Detritus and Debris	ASV_151,ASV_62
Selar crumenophthalmus	Cephalopods	ASV_151,ASV_62
Selar crumenophthalmus	Reptiles and Amphibians	ASV_151,ASV_62
