Predator	Prey	ID
Plagiotremus tapeinosoma	Bairdiella chrysoura	ASV_1117,ASV_520,ASV_77,ASV_839,ASV_1048,ASV_1181,ASV_69,ASV_158,ASV_72,ASV_47,ASV_76
Plagiotremus tapeinosoma	Ammodytes americanus	ASV_1117,ASV_520,ASV_77,ASV_839,ASV_1048,ASV_1181,ASV_69,ASV_241,ASV_124
Plagiotremus tapeinosoma	Selar crumenophthalmus	ASV_1117,ASV_520,ASV_77,ASV_839,ASV_1048,ASV_1181,ASV_69,ASV_151,ASV_62
Plagiotremus tapeinosoma	Zooplankton	ASV_1117,ASV_520,ASV_77,ASV_839,ASV_1048,ASV_1181,ASV_69
Plagiotremus tapeinosoma	Benthic Invertebrates	ASV_1117,ASV_520,ASV_77,ASV_839,ASV_1048,ASV_1181,ASV_69
Hyporhamphus quoyi	Microspathodon chrysurus	ASV_197,ASV_49,ASV_98,ASV_255,ASV_99
Hyporhamphus quoyi	Scartella cristata	ASV_197,ASV_49,ASV_98,ASV_57,ASV_27
Hyporhamphus quoyi	Girella cyanea	ASV_197,ASV_49,ASV_98,ASV_398,ASV_151
Hyporhamphus quoyi	Zooplankton	ASV_197,ASV_49,ASV_98
Hyporhamphus quoyi	Benthic Invertebrates	ASV_197,ASV_49,ASV_98
Hyporhamphus quoyi	Insects	ASV_197,ASV_49,ASV_98
Hyporhamphus quoyi	Primary Producers	ASV_197,ASV_49,ASV_98
Microspathodon chrysurus	Benthic Invertebrates	ASV_255,ASV_99
Microspathodon chrysurus	Primary Producers	ASV_255,ASV_99
Microspathodon chrysurus	Girella cyanea	ASV_255,ASV_99,ASV_398,ASV_151
Microspathodon chrysurus	Zooplankton	ASV_255,ASV_99
Ammodytes personatus	Primary Producers	ASV_22,ASV_1336,ASV_6
Ammodytes personatus	Zooplankton	ASV_22,ASV_1336,ASV_6
Scartella cristata	Primary Producers	ASV_57,ASV_27
Scartella cristata	Benthic Invertebrates	ASV_57,ASV_27
Girella cyanea	Primary Producers	ASV_398,ASV_151
Bairdiella chrysoura	Engraulis japonicus	ASV_158,ASV_72,ASV_47,ASV_76,ASV_368,ASV_535,ASV_977,ASV_197
Bairdiella chrysoura	Plagiotremus tapeinosoma	ASV_158,ASV_72,ASV_47,ASV_76,ASV_1117,ASV_520,ASV_77,ASV_839,ASV_1048,ASV_1181,ASV_69
Bairdiella chrysoura	Hyporhamphus quoyi	ASV_158,ASV_72,ASV_47,ASV_76,ASV_197,ASV_49,ASV_98
Bairdiella chrysoura	Microspathodon chrysurus	ASV_158,ASV_72,ASV_47,ASV_76,ASV_255,ASV_99
Bairdiella chrysoura	Ammodytes personatus	ASV_158,ASV_72,ASV_47,ASV_76,ASV_22,ASV_1336,ASV_6
Bairdiella chrysoura	Scartella cristata	ASV_158,ASV_72,ASV_47,ASV_76,ASV_57,ASV_27
Bairdiella chrysoura	Girella cyanea	ASV_158,ASV_72,ASV_47,ASV_76,ASV_398,ASV_151
Bairdiella chrysoura	Ammodytes americanus	ASV_158,ASV_72,ASV_47,ASV_76,ASV_241,ASV_124
Bairdiella chrysoura	Selar crumenophthalmus	ASV_158,ASV_72,ASV_47,ASV_76,ASV_151,ASV_62
Bairdiella chrysoura	Detritus and Debris	ASV_158,ASV_72,ASV_47,ASV_76
Bairdiella chrysoura	Benthic Invertebrates	ASV_158,ASV_72,ASV_47,ASV_76
Bairdiella chrysoura	Primary Producers	ASV_158,ASV_72,ASV_47,ASV_76
Bairdiella chrysoura	Zooplankton	ASV_158,ASV_72,ASV_47,ASV_76
Ammodytes americanus	Zooplankton	ASV_241,ASV_124
Selar crumenophthalmus	Engraulis japonicus	ASV_151,ASV_62,ASV_368,ASV_535,ASV_977,ASV_197
Selar crumenophthalmus	Plagiotremus tapeinosoma	ASV_151,ASV_62,ASV_1117,ASV_520,ASV_77,ASV_839,ASV_1048,ASV_1181,ASV_69
Selar crumenophthalmus	Hyporhamphus quoyi	ASV_151,ASV_62,ASV_197,ASV_49,ASV_98
Selar crumenophthalmus	Microspathodon chrysurus	ASV_151,ASV_62,ASV_255,ASV_99
Selar crumenophthalmus	Ammodytes personatus	ASV_151,ASV_62,ASV_22,ASV_1336,ASV_6
Selar crumenophthalmus	Scartella cristata	ASV_151,ASV_62,ASV_57,ASV_27
Selar crumenophthalmus	Girella cyanea	ASV_151,ASV_62,ASV_398,ASV_151
Selar crumenophthalmus	Bairdiella chrysoura	ASV_151,ASV_62,ASV_158,ASV_72,ASV_47,ASV_76
Selar crumenophthalmus	Ammodytes americanus	ASV_151,ASV_62,ASV_241,ASV_124
Selar crumenophthalmus	Zooplankton	ASV_151,ASV_62
Selar crumenophthalmus	Benthic Invertebrates	ASV_151,ASV_62
Selar crumenophthalmus	Detritus and Debris	ASV_151,ASV_62
Selar crumenophthalmus	Cephalopods	ASV_151,ASV_62
Selar crumenophthalmus	Reptiles and Amphibians	ASV_151,ASV_62
