Class,Family,Species,Troph,Length,FoodI,FoodII,FoodIII,Stage,DietPercent,ItemName,ID,Stations
Actinopteri,Ammodytidae,Ammodytes dubius,3.48,25.0,detritus,detritus,carcasses,n.a./others,22.200000762939453,Animal remains,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.48,25.0,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,1.2000000476837158,Crustacea,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.48,25.0,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,0.4000000059604645,Chaetognatha,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.48,25.0,zoobenthos,cnidarians,n.a./other polyps,juv./adults,2.799999952316284,Cnidaria,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.32,25.0,zoobenthos,benth. crust.,amphipods,juv./adults,9.899999618530272,Gammarus annulatus,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.32,25.0,zoobenthos,benth. crust.,benth. copepods,juv./adults,45.20000076293945,Calanus sp.,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.32,25.0,nekton,finfish,bony fish,juv./adults,1.899999976158142,Ammodytes dubius,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.32,25.0,detritus,detritus,carcasses,n.a./others,7.199999809265137,Animal remains,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.32,25.0,zooplankton,fish (early stages),fish eggs/larvae,larvae,0.6000000238418579,Osteichthyes,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.32,25.0,zooplankton,plank. crust.,mysids,juv./adults,0.2000000029802322,Neomysis americana,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.32,25.0,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,2.200000047683716,Euphausiacea,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.32,25.0,zooplankton,other plank. Invertebrates,n.a./other plank. invertebrates,juv./adults,0.3000000119209289,Larvacea,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.32,25.0,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,32.20000076293945,Sagitta sp.,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.32,25.0,zoobenthos,cnidarians,n.a./other polyps,juv./adults,0.3000000119209289,Cnidaria,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.14,25.0,zoobenthos,benth. crust.,amphipods,juv./adults,1.899999976158142,Parathemisto sp.,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.14,25.0,zoobenthos,sponges/tunicates,ascidians,juv./adults,0.699999988079071,Urochordata,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.14,25.0,zoobenthos,benth. crust.,benth. copepods,juv./adults,73.69999694824219,Calanus sp.,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.14,25.0,nekton,finfish,bony fish,juv./adults,0.3000000119209289,Osteichthyes,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.14,25.0,detritus,detritus,carcasses,n.a./others,3.900000095367432,Animal remains,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.14,25.0,zooplankton,plank. crust.,euphausiids,juv./adults,0.6000000238418579,Meganyctiphanes norvegica,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.14,25.0,zooplankton,fish (early stages),fish eggs/larvae,eggs,0.2000000029802322,Osteichthyes,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.14,25.0,zooplankton,plank. crust.,mysids,juv./adults,2.200000047683716,Neomysis americana,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.14,25.0,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,1.399999976158142,Ostracoda,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.14,25.0,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,15.100000381469728,Limacina sp.,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.11,25.0,zoobenthos,sponges/tunicates,ascidians,juv./adults,21.5,Urochordata,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.11,25.0,zoobenthos,benth. crust.,benth. copepods,juv./adults,67.9000015258789,Calanoida,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.11,25.0,detritus,detritus,carcasses,n.a./others,4.0,Animal remains,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.11,25.0,zoobenthos,mollusks,gastropods,juv./adults,3.700000047683716,Limacina sp.,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.11,25.0,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,0.3000000119209289,Cirripedia,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.11,25.0,zooplankton,plank. crust.,n.a./other plank. crustaceans,juv./adults,0.4000000059604645,Hyperiidae,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.11,25.0,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,0.1000000014901161,Chaetognatha,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes dubius,3.11,25.0,zoobenthos,benth. crust.,ostracods,juv./adults,2.0999999046325684,Ostracoda,"ASV_331,ASV_818,ASV_954,ASV_287,ASV_365",not_found
Actinopteri,Ammodytidae,Ammodytes personatus,3.63,15.0,plants,other plants,benthic algae/weeds,n.a./others,0.1000000014901161,algae,"ASV_22,ASV_1336,ASV_6","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PMOR,PROJ,PVIC,RED,SOMB,STAFE,SUAR,not_found"
Actinopteri,Ammodytidae,Ammodytes personatus,3.63,15.0,zooplankton,plank. crust.,cladocerans,juv./adults,27.700000762939453,cladocerans,"ASV_22,ASV_1336,ASV_6","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PMOR,PROJ,PVIC,RED,SOMB,STAFE,SUAR,not_found"
Actinopteri,Ammodytidae,Ammodytes personatus,3.63,15.0,zooplankton,plank. crust.,euphausiids,larvae,1.2999999523162842,euphausiids,"ASV_22,ASV_1336,ASV_6","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PMOR,PROJ,PVIC,RED,SOMB,STAFE,SUAR,not_found"
Actinopteri,Ammodytidae,Ammodytes personatus,3.63,15.0,zooplankton,other plank. Invertebrates,n.a./other plank. invertebrates,larvae,0.5,veliger,"ASV_22,ASV_1336,ASV_6","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PMOR,PROJ,PVIC,RED,SOMB,STAFE,SUAR,not_found"
Actinopteri,Ammodytidae,Ammodytes personatus,3.63,15.0,zooplankton,plank. crust.,plank. copepods,eggs,2.700000047683716,ova,"ASV_22,ASV_1336,ASV_6","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PMOR,PROJ,PVIC,RED,SOMB,STAFE,SUAR,not_found"
Actinopteri,Ammodytidae,Ammodytes personatus,3.63,15.0,zooplankton,plank. crust.,plank. copepods,larvae,5.300000190734863,nauplii,"ASV_22,ASV_1336,ASV_6","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PMOR,PROJ,PVIC,RED,SOMB,STAFE,SUAR,not_found"
Actinopteri,Ammodytidae,Ammodytes personatus,3.63,15.0,zooplankton,plank. crust.,plank. copepods,recruits/juv.,62.400001525878906,copepodite,"ASV_22,ASV_1336,ASV_6","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PMOR,PROJ,PVIC,RED,SOMB,STAFE,SUAR,not_found"
Actinopteri,Antennariidae,Antennatus coccineus,,,,,,,,,"ASV_1236,ASV_1223,ASV_460",not_found
Actinopteri,Apogonidae,Apogon imberbis,3.92,15.0,nekton,finfish,bony fish,juv./adults,42.0,bony fish,"ASV_17,ASV_379,ASV_516,ASV_7,ASV_70,ASV_14,ASV_188,ASV_228,ASV_486,ASV_7,ASV_82","CDOU,CHAM,CMAR,CORA,CUEV,DAPH,EGAS,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMOR,PROJ,RED,SOMB,STAFE,SUAR,not_found"
Actinopteri,Apogonidae,Apogon imberbis,3.92,15.0,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,58.0,benth. crustaceans,"ASV_17,ASV_379,ASV_516,ASV_7,ASV_70,ASV_14,ASV_188,ASV_228,ASV_486,ASV_7,ASV_82","CDOU,CHAM,CMAR,CORA,CUEV,DAPH,EGAS,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMOR,PROJ,RED,SOMB,STAFE,SUAR,not_found"
Actinopteri,Argentinidae,Glossanodon semifasciatus,,22.700000762939453,,,,,,,ASV_745,not_found
Actinopteri,Aulopidae,Hime damasi,,,,,,,,,"ASV_1076,ASV_1332",not_found
Actinopteri,Bathylagidae,Leuroglossus schmidti,3.16,20.0,zooplankton,plank. crust.,euphausiids,juv./adults,7.579999923706055,euphausiids,"ASV_1101,ASV_243",not_found
Actinopteri,Bathylagidae,Leuroglossus schmidti,3.16,20.0,zooplankton,other plank. Invertebrates,n.a./other plank. invertebrates,juv./adults,5.269999980926514,Chaetognatha,"ASV_1101,ASV_243",not_found
Actinopteri,Bathylagidae,Leuroglossus schmidti,3.16,20.0,zooplankton,plank. crust.,n.a./other plank. invertebrates,juv./adults,5.489999771118164,Hyperiidae,"ASV_1101,ASV_243",not_found
Actinopteri,Bathylagidae,Leuroglossus schmidti,3.16,20.0,zooplankton,other plank. Invertebrates,n.a./other plank. invertebrates,juv./adults,10.220000267028809,Coelenterata,"ASV_1101,ASV_243",not_found
Actinopteri,Bathylagidae,Leuroglossus schmidti,3.16,20.0,zooplankton,other plank. Invertebrates,n.a./other plank. invertebrates,juv./adults,13.1899995803833,Oikopleura,"ASV_1101,ASV_243",not_found
Actinopteri,Bathylagidae,Leuroglossus schmidti,3.16,20.0,zoobenthos,benth. crust.,ostracods,juv./adults,0.9900000095367432,ostracods,"ASV_1101,ASV_243",not_found
Actinopteri,Bathylagidae,Leuroglossus schmidti,3.16,20.0,zooplankton,plank. crust.,plank. copepods,juv./adults,57.25,Calanoida,"ASV_1101,ASV_243",not_found
Actinopteri,Bathylagidae,Leuroglossus schmidti,3.12,20.0,zoobenthos,benth. crust.,amphipods,juv./adults,3.220000028610229,Amphipoda,"ASV_1101,ASV_243",not_found
Actinopteri,Bathylagidae,Leuroglossus schmidti,3.12,20.0,zooplankton,plank. crust.,euphausiids,juv./adults,26.700000762939453,Euphausiacea,"ASV_1101,ASV_243",not_found
Actinopteri,Bathylagidae,Leuroglossus schmidti,3.12,20.0,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,3.220000028610229,Chaetognatha,"ASV_1101,ASV_243",not_found
Actinopteri,Bathylagidae,Leuroglossus schmidti,3.12,20.0,zooplankton,other plank. invertebrates,n.a./other plank. invertebrates,juv./adults,10.970000267028809,Coelenterata,"ASV_1101,ASV_243",not_found
Actinopteri,Bathylagidae,Leuroglossus schmidti,3.12,20.0,zooplankton,plank. crust.,plank. copepods,juv./adults,55.900001525878906,Copepoda,"ASV_1101,ASV_243",not_found
Actinopteri,Belonidae,Platybelone argala,,,,,,,,,"ASV_326,ASV_1103,ASV_326,ASV_385","PLAZ,not_found"
Actinopteri,Blenniidae,Cirripectes imitator,,9.300000190734863,,,,,,,"ASV_26,ASV_409,ASV_756,ASV_768,ASV_10,ASV_206","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PMOR,PROJ,PVIC,RED,SOMB,STAFE,TOR,not_found"
Actinopteri,Blenniidae,Plagiotremus tapeinosoma,3.84,14.0,plants,other plants,benthic algae/weeds,leaves/blades,1.0,algae,"ASV_1117,ASV_520,ASV_77,ASV_839,ASV_1048,ASV_1181,ASV_69","BAR,CMAR,CORA,DAPH,ELI,GARD,PCAL,PIN,PLAZ,PMAN,PROJ,SOMB,not_found"
Actinopteri,Blenniidae,Plagiotremus tapeinosoma,3.84,14.0,nekton,finfish,bony fish,n.a./others,60.0,fish,"ASV_1117,ASV_520,ASV_77,ASV_839,ASV_1048,ASV_1181,ASV_69","BAR,CMAR,CORA,DAPH,ELI,GARD,PCAL,PIN,PLAZ,PMAN,PROJ,SOMB,not_found"
Actinopteri,Blenniidae,Plagiotremus tapeinosoma,3.84,14.0,zooplankton,plank. crust.,plank. copepods,juv./adults,30.0,Cyclopoida,"ASV_1117,ASV_520,ASV_77,ASV_839,ASV_1048,ASV_1181,ASV_69","BAR,CMAR,CORA,DAPH,ELI,GARD,PCAL,PIN,PLAZ,PMAN,PROJ,SOMB,not_found"
Actinopteri,Blenniidae,Plagiotremus tapeinosoma,3.84,14.0,zoobenthos,worms,polychaetes,juv./adults,9.0,polychaetes,"ASV_1117,ASV_520,ASV_77,ASV_839,ASV_1048,ASV_1181,ASV_69","BAR,CMAR,CORA,DAPH,ELI,GARD,PCAL,PIN,PLAZ,PMAN,PROJ,SOMB,not_found"
Actinopteri,Blenniidae,Scartella cristata,2.02,12.0,plants,other plants,benthic algae/weeds,n.a./others,99.1999969482422,Acanthophora,"ASV_57,ASV_27","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PROJ,PVIC,RED,SOMB,STAFE,SUAR,TOR"
Actinopteri,Blenniidae,Scartella cristata,2.02,12.0,zoobenthos,mollusks,gastropods,juv./adults,0.800000011920929,Acmaeidae,"ASV_57,ASV_27","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PROJ,PVIC,RED,SOMB,STAFE,SUAR,TOR"
Actinopteri,Blenniidae,Scartella cristata,2.96,12.0,plants,other plants,benthic algae/weeds,n.a./others,35.79999923706055,Algae (filamentous),"ASV_57,ASV_27","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PROJ,PVIC,RED,SOMB,STAFE,SUAR,TOR"
Actinopteri,Blenniidae,Scartella cristata,2.96,12.0,zoobenthos,benth. crust.,isopods,n.a./others,1.5,Dynoides castroi,"ASV_57,ASV_27","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PROJ,PVIC,RED,SOMB,STAFE,SUAR,TOR"
Actinopteri,Blenniidae,Scartella cristata,2.96,12.0,zoobenthos,benth. crust.,isopods,n.a./others,4.800000190734863,Sphaeroma walkeri,"ASV_57,ASV_27","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PROJ,PVIC,RED,SOMB,STAFE,SUAR,TOR"
Actinopteri,Blenniidae,Scartella cristata,2.96,12.0,zoobenthos,benth. crust.,n.a./other benth. crustaceans,n.a./others,1.5,Amphipoda (fragments),"ASV_57,ASV_27","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PROJ,PVIC,RED,SOMB,STAFE,SUAR,TOR"
Actinopteri,Blenniidae,Scartella cristata,2.96,12.0,zoobenthos,benth. crust.,n.a./other benth. crustaceans,n.a./others,3.0999999046325684,Petrolisthes sp,"ASV_57,ASV_27","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PROJ,PVIC,RED,SOMB,STAFE,SUAR,TOR"
Actinopteri,Blenniidae,Scartella cristata,2.96,12.0,zoobenthos,benth. crust.,n.a./other benth. crustaceans,n.a./others,6.400000095367432,Hyale media,"ASV_57,ASV_27","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PROJ,PVIC,RED,SOMB,STAFE,SUAR,TOR"
Actinopteri,Blenniidae,Scartella cristata,2.96,12.0,zoobenthos,benth. crust.,n.a./other benth. crustaceans,n.a./others,29.200000762939453,Decapoda (fragments),"ASV_57,ASV_27","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PROJ,PVIC,RED,SOMB,STAFE,SUAR,TOR"
Actinopteri,Blenniidae,Scartella cristata,2.96,12.0,zoobenthos,other benth. invertebrates,n.a./other benth. invertebrates,n.a./others,1.5,Bryozoa,"ASV_57,ASV_27","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PROJ,PVIC,RED,SOMB,STAFE,SUAR,TOR"
Actinopteri,Blenniidae,Scartella cristata,2.96,12.0,zoobenthos,mollusks,n.a./other mollusks,n.a./others,1.5,Littorina ziczac,"ASV_57,ASV_27","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PROJ,PVIC,RED,SOMB,STAFE,SUAR,TOR"
Actinopteri,Blenniidae,Scartella cristata,2.96,12.0,zoobenthos,mollusks,n.a./other mollusks,n.a./others,1.5,Modiolus carvalhoi,"ASV_57,ASV_27","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PROJ,PVIC,RED,SOMB,STAFE,SUAR,TOR"
Actinopteri,Blenniidae,Scartella cristata,2.96,12.0,zoobenthos,mollusks,n.a./other mollusks,n.a./others,1.5,Odostomia sp.,"ASV_57,ASV_27","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PROJ,PVIC,RED,SOMB,STAFE,SUAR,TOR"
Actinopteri,Blenniidae,Scartella cristata,2.96,12.0,zoobenthos,mollusks,n.a./other mollusks,n.a./others,2.5,Acmaea subrugosa,"ASV_57,ASV_27","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PROJ,PVIC,RED,SOMB,STAFE,SUAR,TOR"
Actinopteri,Blenniidae,Scartella cristata,2.96,12.0,zoobenthos,mollusks,n.a./other mollusks,n.a./others,3.0999999046325684,Brachidontes sp.,"ASV_57,ASV_27","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PROJ,PVIC,RED,SOMB,STAFE,SUAR,TOR"
Actinopteri,Blenniidae,Scartella cristata,2.96,12.0,zoobenthos,mollusks,n.a./other mollusks,recruits/juv.,1.5,Mollusca,"ASV_57,ASV_27","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PROJ,PVIC,RED,SOMB,STAFE,SUAR,TOR"
Actinopteri,Blenniidae,Scartella cristata,2.96,12.0,zoobenthos,worms,polychaetes,n.a./others,1.5,Phragmatopoma (fragments),"ASV_57,ASV_27","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PROJ,PVIC,RED,SOMB,STAFE,SUAR,TOR"
Actinopteri,Blenniidae,Scartella cristata,2.96,12.0,zoobenthos,worms,polychaetes,n.a./others,3.0999999046325684,Phragmatopoma lapidosa,"ASV_57,ASV_27","BAR,CDOU,CHAM,CMAR,CORA,CUEV,DAPH,ELI,GARD,PCAL,PESP,PIN,PLAZ,PMAN,PROJ,PVIC,RED,SOMB,STAFE,SUAR,TOR"
Actinopteri,Bothidae,Bothus robinsi,,25.0,,,,,,,"ASV_785,ASV_208,ASV_316,ASV_597,ASV_727,ASV_899",not_found
Actinopteri,Bythitidae,Alionematichthys riukiuensis,,7.869999885559082,,,,,,,ASV_1138,not_found
Actinopteri,Bythitidae,Brosmophycis marginata,,46.0,,,,,,,"ASV_1129,ASV_979,ASV_1029,ASV_1335,ASV_424",not_found
Actinopteri,Bythitidae,Grammonus robustus,,21.0,,,,,,,"ASV_299,ASV_163",not_found
Actinopteri,Carangidae,Caranx bucculentus,3.75,66.0,nekton,finfish,bony fish,juv./adults,22.0,Teleostei,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Caranx bucculentus,3.75,66.0,zoobenthos,benth. crust.,crabs,juv./adults,33.599998474121094,Brachyura,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Caranx bucculentus,3.75,66.0,zoobenthos,benth. crust.,n.a./other benth. crustaceans,n.a./others,5.800000190734863,benth. crustaceans,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Caranx bucculentus,3.75,66.0,zoobenthos,echinoderms,n.a./other echinoderms,n.a./others,4.900000095367432,echinoderms,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Caranx bucculentus,3.75,66.0,zoobenthos,mollusks,n.a./other mollusks,n.a./others,9.100000381469728,mollusks,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Caranx bucculentus,3.75,66.0,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,19.0,Penaeidae,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Caranx bucculentus,3.75,66.0,zoobenthos,benth. crust.,stomatopods,juv./adults,5.599999904632568,stomatopods,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Caranx bucculentus,3.84,66.0,nekton,finfish,bony fish,juv./adults,14.90999984741211,Teleostei,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Caranx bucculentus,3.84,66.0,zoobenthos,benth. crust.,crabs,juv./adults,39.04999923706055,Brachyura,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Caranx bucculentus,3.84,66.0,zoobenthos,worms,n.a./other annelids,juv./adults,0.1000000014901161,Annelids,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Caranx bucculentus,3.84,66.0,zoobenthos,benth. crust.,n.a./other benth. crustaceans,juv./adults,6.690000057220459,other Crustacea,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Caranx bucculentus,3.84,66.0,zoobenthos,mollusks,n.a./other mollusks,juv./adults,12.68000030517578,Mollusks,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Caranx bucculentus,3.84,66.0,zoobenthos,benth. crust.,shrimps/prawns,juv./adults,19.3700008392334,Penaeidae,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
Actinopteri,Carangidae,Caranx bucculentus,3.84,66.0,nekton,cephalopods,squids/cuttlefish,juv./adults,3.549999952316284,Cephalopoda,"ASV_138,ASV_317,ASV_192,ASV_215","PVIC,not_found"
